vive_padre,vive_madre,n_personas,n_habitaciones,cercania_juegos,cercania_servicios,edad_primer_parto,area,educm,educp
0,1,3,3,1,1,22,1,13,13
1,1,4,3,2,1,19,1,15,20
1,1,3,2,2,1,29,0,13,13
1,1,3,2,1,1,15,1,13,13
1,1,7,4,1,1,17,1,13,13
0,1,5,2,2,2,20,1,17,0
1,1,6,3,1,1,18,1,13,13
1,1,5,2,1,1,18,1,13,13
1,1,4,2,1,1,30,1,13,13
0,1,6,2,1,1,17,1,13,11
0,1,5,3,1,1,18,1,18,15
0,1,2,1,1,1,30,1,18,15
1,1,5,3,1,1,24,1,0,18
0,1,2,1,1,1,24,1,13,15
0,0,3,2,1,1,16,1,0,0
1,1,5,4,1,1,14,1,5,6
1,1,5,2,2,2,19,0,14,9
1,1,4,2,1,2,30,1,13,13
1,1,4,2,1,1,22,1,13,13
1,1,5,2,1,1,22,1,0,10
1,1,4,2,1,1,18,1,11,13
1,1,4,2,1,1,19,1,13,13
0,1,6,3,1,2,22,1,13,13
0,1,2,2,2,1,25,1,14,0
1,1,5,3,1,1,27,1,13,13
1,1,3,3,1,1,36,1,0,17
1,1,4,2,1,1,26,1,18,15
1,1,4,2,1,2,24,1,13,15
1,1,7,4,1,1,17,1,11,12
0,1,4,2,1,1,,1,9,0
1,1,3,2,2,1,19,1,11,14
1,1,4,2,1,1,18,1,16,13
0,1,6,3,1,2,15,1,8,0
0,1,5,4,1,1,21,1,13,0
0,1,3,2,1,1,27,1,15,13
1,1,4,1,1,1,20,1,13,13
1,1,3,2,1,1,17,1,13,13
1,1,4,3,1,1,17,1,9,9
1,1,7,3,1,1,30,1,11,9
0,1,5,4,1,1,17,1,17,13
1,1,4,3,1,1,19,1,15,13
0,1,4,3,1,1,19,1,15,13
1,1,4,2,2,2,21,0,13,10
0,1,4,2,2,2,19,1,17,14
1,1,4,2,1,1,20,1,15,14
1,1,6,3,1,1,20,1,13,13
1,1,6,4,2,1,20,1,13,13
0,1,4,2,1,2,21,1,13,0
1,1,5,3,1,1,31,1,18,18
1,1,4,2,1,1,24,1,16,13
1,1,3,2,1,1,26,1,16,18
0,1,3,1,1,1,23,1,17,14
0,1,3,2,1,1,18,1,13,0
0,1,3,3,2,1,23,1,16,16
1,1,4,1,1,1,28,1,13,13
0,1,5,2,1,1,17,1,8,0
1,1,4,3,1,1,18,1,18,13
1,1,5,3,1,1,19,1,13,15
0,1,4,3,1,1,32,1,18,13
1,1,4,2,1,1,21,1,11,13
1,1,6,2,1,1,20,1,13,9
1,1,4,2,1,1,21,1,13,13
1,1,4,3,1,1,22,1,18,13
0,1,4,1,1,1,16,1,13,9
1,1,8,1,1,1,15,1,6,2
1,1,4,3,1,2,19,1,9,16
1,1,3,2,1,1,18,1,10,13
1,1,4,2,4,1,16,1,13,13
1,1,4,2,1,1,33,1,17,17
1,1,4,2,1,1,23,1,13,9
1,1,4,2,1,1,22,1,13,12
1,1,5,3,1,1,18,1,12,13
1,1,3,2,1,1,20,1,13,12
1,1,4,2,2,1,28,1,9,12
0,1,3,2,2,1,17,1,13,0
1,1,7,3,1,1,30,1,13,13
1,2,7,3,1,1,18,1,7,11
1,1,4,3,1,1,21,1,13,16
0,1,4,2,1,1,21,1,10,0
1,1,3,2,1,1,24,1,0,16
1,1,5,3,1,1,25,1,17,17
0,1,2,3,1,1,19,1,13,11
1,1,4,2,2,1,23,0,16,19
1,1,5,2,2,1,17,0,11,13
1,1,4,2,1,1,20,1,16,13
1,1,3,2,1,1,24,1,17,13
1,1,4,3,1,1,23,1,17,19
0,1,7,3,1,1,25,1,20,13
1,1,4,2,1,1,20,1,11,13
1,1,4,3,1,1,21,1,15,13
0,1,4,2,1,2,23,1,20,20
1,1,4,2,1,2,21,1,8,13
1,1,4,3,1,1,23,1,13,13
1,1,4,3,1,1,33,1,15,17
1,1,4,2,1,2,17,1,11,9
1,1,4,2,1,1,21,1,10,8
1,1,3,2,1,1,27,1,15,13
1,1,3,2,2,2,19,1,13,9
1,1,3,2,1,1,34,1,13,12
0,1,6,5,1,1,19,1,13,9
0,1,3,1,2,1,18,1,9,11
0,1,4,3,1,1,17,1,11,0
0,1,6,3,2,1,17,1,15,0
1,1,5,3,1,1,15,1,13,10
1,1,5,4,2,1,20,0,13,13
0,1,6,3,2,1,18,1,15,13
1,1,5,2,2,1,28,1,13,13
1,1,5,3,1,1,30,1,0,18
0,1,2,1,1,2,19,1,13,0
1,1,4,2,1,1,16,1,9,13
1,0,5,2,1,1,26,1,0,9
1,1,4,2,1,1,25,1,13,13
0,1,4,2,2,2,15,1,13,0
1,1,4,2,1,1,21,1,16,13
1,1,4,2,1,1,28,1,13,8
0,1,4,2,1,1,36,1,13,17
0,1,5,3,1,1,19,1,10,9
1,1,4,4,1,1,27,1,16,18
1,1,6,2,1,1,19,1,13,13
1,1,3,2,1,1,20,1,7,11
1,1,4,2,1,1,23,1,13,13
0,1,4,2,1,1,33,1,15,0
1,1,6,2,1,1,19,0,9,13
1,1,4,3,1,1,18,1,12,9
1,1,5,2,1,1,24,1,13,13
0,1,4,3,2,1,20,1,9,13
0,1,2,2,4,1,18,1,11,11
1,1,6,2,1,1,24,1,13,13
0,1,3,2,1,2,15,1,12,15
1,1,6,2,1,1,18,1,11,11
1,1,7,2,1,2,16,1,13,9
1,1,3,2,1,1,21,1,16,16
1,1,5,3,1,1,19,1,9,20
1,1,6,3,1,1,27,1,18,13
1,1,4,3,1,1,29,0,5,13
1,1,3,2,1,1,26,1,13,13
1,1,5,3,1,1,21,1,10,12
1,1,3,2,1,1,36,1,13,13
1,1,5,3,1,1,26,1,17,18
1,1,3,2,1,1,19,1,15,13
1,1,6,3,2,1,23,1,13,13
1,1,4,2,1,1,19,1,18,13
0,1,4,2,1,1,18,1,11,0
1,1,5,3,1,1,15,1,11,9
1,1,6,2,1,1,19,1,13,13
1,1,3,2,1,1,17,1,13,13
1,1,4,3,1,1,18,1,13,13
0,1,3,2,1,2,20,1,18,0
0,1,4,2,1,1,16,1,10,12
1,1,4,3,2,1,26,1,15,13
0,1,2,1,1,1,23,1,16,9
1,1,5,2,1,2,17,1,13,9
1,1,5,4,2,1,24,1,13,11
1,1,5,2,1,1,24,1,16,17
1,1,3,2,1,1,21,1,13,13
1,1,5,3,1,1,28,1,18,0
1,1,3,2,2,2,15,1,13,13
1,1,4,2,1,1,19,1,13,13
0,1,5,3,1,1,30,1,13,13
1,1,3,3,1,1,19,1,18,17
0,1,3,3,1,1,34,1,17,17
1,1,4,3,1,1,21,1,13,13
0,1,3,1,1,1,33,1,0,0
0,1,5,3,1,1,18,1,13,11
1,1,4,1,2,2,28,0,13,13
1,1,3,3,1,1,20,1,14,13
1,1,3,2,1,4,18,1,13,13
0,1,5,3,1,1,17,1,11,0
1,1,4,2,1,1,22,1,13,10
0,1,2,1,1,1,21,0,13,13
0,1,4,3,1,1,23,1,17,13
0,1,4,3,1,1,25,1,20,0
1,1,4,4,1,1,28,1,13,13
1,1,5,4,1,1,19,1,13,13
1,1,5,3,1,1,22,1,0,20
1,1,5,2,1,1,30,1,9,13
1,1,4,2,1,1,23,1,18,16
1,1,4,3,1,1,30,1,13,13
1,1,4,2,1,1,18,1,13,10
1,1,5,4,1,1,21,1,13,13
1,1,4,3,2,2,22,1,17,17
1,1,3,2,1,1,27,1,13,13
1,1,5,3,1,1,25,1,16,16
1,1,4,2,2,1,19,1,13,12
1,1,3,3,1,1,24,1,5,7
0,1,3,4,4,1,19,1,13,13
1,1,5,3,1,1,21,1,0,13
0,1,5,2,1,2,15,1,13,13
1,0,4,2,1,2,16,1,13,12
1,1,4,3,1,1,27,1,16,0
0,1,4,4,1,1,29,1,12,12
0,1,5,4,1,1,18,1,18,13
0,1,2,2,1,2,25,0,13,8
1,1,3,2,2,2,35,1,16,7
1,1,6,2,1,1,18,1,13,13
1,1,4,2,1,1,20,0,13,13
1,1,4,2,1,1,22,1,17,9
1,1,3,3,1,1,21,1,13,12
1,1,5,3,1,1,31,1,15,13
1,1,5,4,1,1,20,1,10,13
1,1,4,2,1,1,19,1,5,8
1,1,4,2,1,2,28,1,17,17
1,1,4,3,1,1,30,1,13,13
1,1,3,2,1,2,22,1,13,13
0,1,3,2,1,1,18,1,15,0
1,1,5,3,1,1,23,1,13,12
1,1,4,3,2,1,20,0,13,10
1,1,5,3,2,1,16,1,13,9
1,1,6,2,1,1,20,1,8,0
1,1,4,2,2,2,21,0,7,9
0,1,5,3,1,1,22,1,17,15
0,1,5,2,1,1,,1,9,0
1,1,4,2,1,1,27,1,13,13
1,1,3,2,1,1,16,1,13,13
1,0,5,3,1,1,23,1,14,14
1,1,4,2,1,1,28,1,19,16
1,1,5,3,1,1,20,1,13,13
1,1,4,2,2,2,17,1,10,9
1,1,3,2,1,1,33,1,13,13
1,1,4,3,1,1,28,1,13,9
1,1,5,2,1,1,19,1,14,13
1,1,7,3,1,1,15,1,16,18
1,1,5,2,2,1,15,1,13,13
1,1,4,3,1,1,23,1,9,9
1,1,3,2,1,1,27,1,20,20
1,1,7,2,1,1,19,1,13,13
0,1,4,2,1,1,26,1,13,13
1,1,3,1,1,1,21,1,9,11
0,1,4,3,1,1,22,1,13,13
1,1,4,2,2,1,18,0,13,16
0,1,3,2,1,1,20,1,13,0
0,1,5,3,1,2,19,1,18,13
1,1,5,2,2,1,21,1,13,12
0,1,5,2,2,1,17,1,14,11
1,1,3,2,1,1,23,0,13,13
0,1,2,2,1,1,18,1,18,13
1,1,4,2,1,1,27,1,7,9
0,1,4,1,1,1,17,1,9,2
1,1,6,4,1,1,21,1,13,17
1,1,3,2,1,1,20,1,13,18
1,1,6,3,1,1,19,1,12,11
1,1,4,3,2,1,18,0,7,6
1,1,3,2,1,1,30,1,11,13
0,1,3,2,1,1,22,1,18,0
1,1,5,2,1,1,19,1,10,14
0,1,3,2,1,1,22,1,12,9
1,1,5,2,4,1,21,1,13,11
0,1,3,2,1,1,23,1,13,9
1,1,7,2,1,1,23,1,13,11
1,1,4,2,1,1,19,1,16,13
1,1,4,2,1,1,17,1,11,13
0,1,4,1,1,1,18,1,10,0
1,1,4,3,1,1,19,1,16,16
0,1,2,2,1,1,21,1,13,13
1,1,4,2,1,1,18,1,10,11
0,1,6,3,1,2,17,1,10,0
0,1,5,3,1,1,18,1,13,0
1,1,5,2,2,2,19,0,7,9
1,1,4,2,1,1,18,1,9,9
1,1,4,2,1,1,22,1,13,13
1,1,4,3,1,1,19,1,16,13
1,1,4,3,1,1,16,1,13,18
0,1,4,2,1,1,24,1,9,9
1,1,4,3,1,1,17,1,11,13
1,1,3,1,2,2,19,0,13,13
0,1,3,2,1,1,23,1,18,18
0,1,3,2,2,2,19,1,9,0
1,1,4,2,1,1,17,1,9,11
1,1,6,2,1,1,22,1,13,15
0,0,4,2,1,2,17,1,12,0
1,1,5,3,2,1,21,0,13,13
0,1,4,3,1,1,21,1,13,13
0,1,3,2,2,1,28,1,13,13
1,1,3,2,1,1,29,1,17,13
1,1,4,3,1,1,25,1,13,16
1,1,7,4,1,1,19,1,7,9
1,1,5,4,1,1,38,1,19,18
1,1,6,3,1,1,18,1,15,15
1,1,3,2,1,1,20,1,13,13
1,1,7,3,1,1,17,1,13,15
0,1,3,3,1,1,25,1,0,18
0,1,3,2,1,2,21,1,13,0
1,1,6,2,1,1,18,1,9,9
0,1,2,1,1,1,23,1,17,13
1,1,5,4,1,1,19,1,13,13
1,1,4,2,1,1,26,1,11,13
1,1,4,2,1,1,22,1,13,13
1,1,4,2,1,1,21,1,13,13
0,1,4,2,1,1,24,1,16,15
1,1,5,3,2,2,19,0,7,7
1,1,4,2,2,2,20,1,13,12
1,1,5,2,1,1,23,1,7,13
1,1,5,2,2,1,16,1,16,13
1,1,5,2,1,1,18,1,12,16
0,1,4,2,1,1,24,1,13,10
1,1,4,2,1,4,22,1,12,11
1,0,2,2,1,1,18,1,13,18
1,1,5,4,2,1,20,1,13,13
1,1,5,3,1,1,22,1,13,13
0,1,6,3,1,1,18,1,9,11
1,1,4,3,1,1,24,1,16,17
1,1,6,2,1,1,19,1,14,9
1,1,8,3,2,1,17,1,9,9
1,1,5,2,1,1,22,1,15,19
1,1,7,2,1,1,15,1,11,11
1,1,5,1,1,1,22,1,9,8
1,1,3,2,1,1,17,1,14,13
0,1,4,2,2,2,19,0,7,0
1,1,3,3,1,1,35,1,18,13
0,1,4,2,1,1,29,1,16,13
1,1,5,2,1,1,20,1,13,11
0,1,3,1,2,2,28,1,13,0
1,1,4,2,1,1,17,1,13,18
0,1,7,4,1,1,21,1,17,0
0,1,5,4,1,1,19,1,14,13
1,1,4,3,1,1,27,1,18,14
0,1,5,3,1,2,23,1,13,13
0,1,3,2,2,1,21,1,13,9
1,1,4,2,1,1,24,1,11,13
1,1,5,3,1,1,16,1,18,18
0,1,7,4,2,2,20,0,13,0
1,1,3,2,1,1,21,1,11,9
1,1,5,3,1,1,31,1,0,0
1,1,4,2,1,1,18,1,13,10
1,1,3,2,1,1,31,1,17,16
1,1,3,1,2,2,23,0,13,13
1,1,4,2,1,1,24,1,15,19
1,1,3,2,1,1,16,1,13,10
0,1,3,1,1,1,18,1,9,0
0,1,6,3,1,1,24,1,15,13
1,1,5,3,1,1,24,1,13,13
0,1,4,2,1,1,25,1,18,0
0,1,4,3,1,1,22,1,13,13
0,1,7,6,1,2,19,1,13,13
1,1,4,2,1,1,19,1,13,20
1,1,4,4,2,2,29,0,18,3
0,0,4,2,2,2,,0,7,0
1,1,5,2,2,1,19,1,9,10
0,1,5,2,2,2,24,1,11,0
0,1,3,2,1,1,19,1,13,0
1,1,3,2,1,1,17,1,16,13
1,1,5,3,1,1,18,1,13,12
0,1,6,3,1,1,19,1,12,12
0,1,5,4,1,1,30,1,10,13
1,1,5,1,1,1,23,1,16,13
1,1,5,2,2,1,26,1,12,13
1,1,4,2,1,1,22,1,15,15
1,1,5,4,2,1,19,1,13,17
1,1,4,2,2,1,19,1,13,13
0,1,4,2,1,1,23,1,14,13
0,1,5,3,4,4,17,1,15,10
1,1,5,2,2,2,20,0,9,13
0,1,4,3,1,2,29,1,0,0
0,1,4,1,1,1,20,1,9,0
0,1,4,3,2,1,16,1,13,0
1,1,4,2,2,1,18,1,13,13
1,1,4,2,1,1,19,1,10,13
0,1,5,2,1,1,21,1,13,13
1,1,4,2,1,1,35,1,15,15
1,1,8,3,2,1,19,1,12,13
1,1,4,3,1,1,22,1,16,16
1,1,5,4,2,1,33,1,18,0
0,1,5,2,2,2,23,0,13,13
1,1,6,5,1,1,16,1,0,7
0,1,4,2,1,1,26,1,13,13
1,1,7,3,2,1,18,1,12,9
1,1,4,2,2,2,28,1,13,13
1,1,5,3,1,1,23,1,13,13
0,1,4,3,1,1,,1,14,13
1,1,5,3,1,1,26,1,13,11
1,1,3,2,1,1,18,1,11,11
1,1,4,3,1,1,21,1,12,4
1,1,4,3,1,2,15,1,9,9
1,1,3,2,1,1,25,1,11,13
1,1,4,2,1,1,19,0,12,13
1,1,5,2,1,1,18,1,13,15
1,1,10,5,1,1,19,1,13,13
0,1,3,1,1,2,15,1,10,9
1,1,4,3,1,1,33,1,18,13
1,1,4,3,1,1,25,1,15,16
1,1,3,1,2,1,18,1,9,7
0,1,7,8,1,1,19,0,11,5
1,1,4,3,1,1,17,1,10,10
0,1,3,2,1,1,22,1,0,14
1,1,5,2,1,2,32,1,13,13
1,1,3,3,1,1,21,0,16,13
1,0,5,3,2,1,18,1,17,13
1,1,4,3,1,1,19,0,13,13
1,1,5,4,1,1,31,1,13,13
0,1,5,3,1,1,19,1,17,15
1,1,5,2,1,1,18,1,13,17
0,1,4,4,1,1,15,1,15,13
0,1,3,3,1,1,19,1,13,12
0,1,2,2,1,1,16,1,9,12
1,1,5,2,1,1,16,1,12,10
1,1,6,4,2,2,24,1,17,13
1,1,4,2,1,2,23,0,13,11
1,1,5,3,1,1,15,1,11,14
0,1,3,2,1,1,30,1,17,17
1,1,6,3,1,1,18,1,7,13
1,1,3,2,1,1,32,1,17,18
0,1,4,4,1,1,20,1,13,0
0,1,3,2,1,1,29,1,17,0
1,0,6,5,1,1,19,1,0,17
1,1,5,3,1,1,23,1,13,9
1,1,5,2,2,1,17,1,11,13
1,1,7,4,1,1,18,1,13,13
1,1,4,3,1,1,36,1,13,13
1,1,3,2,1,1,23,1,15,0
0,1,4,3,1,1,30,1,0,9
0,1,4,4,1,1,21,1,17,13
1,1,4,2,1,1,16,1,13,13
1,1,4,3,2,2,31,1,16,0
1,1,5,2,2,2,19,0,9,9
0,1,4,2,1,2,24,1,5,0
1,1,3,2,1,1,21,1,13,11
1,1,4,3,1,1,23,1,17,17
1,1,4,3,1,1,24,1,13,13
1,1,6,4,1,1,22,1,13,13
1,1,4,1,1,1,20,1,13,11
1,1,4,2,1,1,28,1,18,15
1,1,7,2,1,1,25,1,13,13
1,0,4,2,1,1,18,1,20,20
1,1,5,2,1,2,18,0,9,9
1,1,5,3,1,1,24,1,13,13
0,1,3,2,1,1,29,1,17,0
0,1,3,3,1,1,37,1,0,17
1,1,6,5,1,1,22,1,15,18
1,1,3,2,1,1,22,1,13,6
1,1,4,2,1,1,30,1,18,18
1,1,4,3,1,1,19,1,16,15
1,1,4,3,1,1,18,1,16,18
0,1,6,3,2,1,21,1,11,0
1,1,4,3,1,1,36,1,13,13
0,1,3,2,1,1,22,1,15,13
1,1,4,2,2,1,24,0,13,9
0,1,3,2,1,2,18,1,9,13
1,0,4,2,1,1,20,1,0,20
0,1,3,2,1,1,19,1,12,12
0,1,8,6,1,1,19,1,17,16
1,1,5,3,1,2,28,1,13,13
1,1,5,3,1,1,17,1,6,9
1,1,4,2,1,1,16,1,13,9
0,1,4,2,1,1,27,1,0,18
1,1,3,2,1,1,36,1,17,17
1,1,3,3,1,1,27,1,18,18
1,1,5,2,4,1,22,1,5,9
1,1,4,3,1,2,27,1,13,13
0,1,2,2,1,1,21,1,15,13
0,1,4,2,1,1,22,1,13,13
1,1,4,3,1,1,25,1,13,17
1,1,5,3,1,1,18,1,13,15
0,1,6,2,1,1,13,1,13,16
1,1,3,1,1,1,25,1,13,10
1,1,4,2,1,1,21,1,13,17
0,1,4,2,2,2,21,1,9,0
1,1,5,2,1,2,23,1,16,17
1,1,4,2,1,1,20,1,13,13
1,1,5,3,1,1,22,1,14,10
1,1,4,2,1,1,15,1,3,12
0,1,2,1,1,1,31,1,13,13
1,1,6,3,1,1,20,1,15,13
0,1,4,2,1,1,26,0,13,0
1,1,4,2,1,1,20,0,13,16
1,1,6,3,1,1,20,1,14,17
1,1,5,2,1,1,23,1,13,3
1,1,3,1,1,1,24,1,13,13
0,1,3,2,1,1,16,1,9,0
1,1,5,3,1,1,17,1,10,13
1,1,5,3,1,1,18,1,13,13
0,1,4,3,1,1,24,1,9,0
1,1,3,2,1,1,30,1,17,17
1,1,6,3,1,1,28,1,13,11
1,1,4,2,2,1,32,1,5,7
1,1,5,3,1,1,30,1,0,0
1,1,6,4,1,1,20,1,11,13
1,1,6,3,1,1,17,1,13,12
1,1,3,2,1,1,25,1,18,18
0,1,5,4,1,1,20,1,11,16
1,1,6,3,2,1,17,1,13,12
0,0,4,2,1,1,21,1,7,0
1,1,4,2,1,1,19,1,18,13
0,1,6,3,1,1,20,1,13,13
1,1,5,3,1,1,30,1,18,18
1,1,3,2,1,1,24,1,15,13
1,1,4,3,2,1,21,1,13,20
0,1,3,4,1,1,16,1,13,13
1,1,4,3,1,2,21,1,16,13
1,1,3,2,1,1,30,1,18,18
0,1,5,3,2,1,18,1,11,13
1,1,3,2,1,1,19,1,13,13
0,1,4,2,2,2,18,1,9,9
1,1,4,2,1,1,23,1,13,16
1,1,4,4,1,1,25,0,18,0
1,1,5,4,1,1,19,1,13,12
0,1,5,2,1,1,19,1,9,4
1,1,7,2,1,1,23,1,16,16
1,1,4,2,1,1,20,1,13,11
0,1,4,3,1,1,24,1,0,0
1,1,7,3,1,2,22,1,13,13
1,0,6,4,1,2,21,1,17,13
0,1,3,3,1,1,20,1,15,16
1,1,4,2,1,1,23,1,20,14
0,1,6,3,2,2,18,1,13,0
0,1,6,4,1,1,26,1,18,18
0,1,4,2,1,1,31,1,17,19
0,1,3,2,2,1,29,1,9,0
1,1,4,2,1,1,31,1,17,13
0,1,3,2,1,1,19,1,13,0
1,1,3,2,1,2,20,1,20,13
1,1,4,2,1,1,18,1,13,13
1,1,5,2,1,1,22,1,11,9
1,1,4,4,1,1,26,0,17,13
0,1,3,2,1,1,18,1,13,0
1,1,8,3,1,1,28,1,13,13
1,1,3,2,1,1,24,1,13,13
1,1,4,3,1,1,18,1,13,13
1,1,6,2,1,1,26,1,13,17
0,1,5,1,2,1,24,0,4,0
1,1,6,3,1,1,16,1,13,13
0,1,5,4,1,1,22,1,13,13
1,1,5,2,1,2,19,0,11,14
0,1,5,3,2,1,17,1,11,0
1,1,3,1,1,1,20,1,16,13
1,1,5,2,1,1,21,1,14,15
1,1,9,2,1,1,15,1,8,13
1,0,8,4,1,1,20,1,13,17
1,1,5,2,1,1,15,1,9,9
1,1,5,2,1,1,27,1,9,13
1,1,4,3,1,1,17,1,9,11
1,1,9,1,2,2,22,0,9,9
1,1,8,4,1,1,27,1,13,11
1,1,4,2,1,1,16,1,13,13
1,1,6,3,1,1,13,1,13,13
1,1,3,2,2,1,15,1,9,9
0,1,3,3,1,1,19,1,14,0
1,1,5,2,1,2,19,1,13,13
1,1,6,3,1,1,18,1,9,11
1,1,5,3,1,1,17,0,9,11
1,1,5,3,1,1,31,1,20,15
1,1,4,2,1,1,19,1,13,9
1,1,3,2,1,1,22,1,13,13
0,1,5,4,2,1,38,1,13,0
1,1,4,2,1,1,25,0,13,9
0,1,2,1,1,1,18,1,13,0
0,1,5,2,1,1,18,1,13,0
0,1,5,2,2,1,27,1,18,15
1,1,3,2,1,1,20,1,13,13
1,1,3,3,1,2,39,1,13,13
1,1,8,3,1,1,22,1,13,13
1,1,5,2,1,1,20,1,9,8
1,1,4,3,1,1,34,1,17,17
1,1,4,3,1,1,23,1,13,13
0,1,5,3,1,1,20,0,9,0
1,1,4,2,1,1,24,1,13,13
1,1,4,2,1,1,24,1,13,13
1,1,4,4,1,4,14,0,13,9
0,1,3,2,2,1,17,1,16,13
0,1,2,2,1,1,20,1,13,13
1,1,3,2,1,1,34,1,17,18
1,1,7,3,1,1,21,1,14,13
0,1,6,4,1,1,18,1,11,0
1,1,4,2,1,1,19,1,13,13
1,1,6,4,1,1,21,1,13,13
1,1,8,2,2,2,19,0,10,13
1,1,6,3,1,1,28,1,18,13
1,1,3,2,1,1,40,1,13,13
0,1,4,4,1,2,24,1,16,0
1,1,4,2,2,1,19,0,16,13
0,1,3,2,1,2,24,1,16,13
1,1,5,3,1,1,23,1,15,18
1,1,5,2,1,2,18,0,13,13
1,1,3,2,1,1,36,1,16,16
1,1,5,2,1,1,20,0,13,13
0,1,4,2,1,1,22,1,12,9
1,1,3,2,1,1,37,1,13,5
1,1,4,3,1,1,19,1,13,13
1,1,3,1,1,1,24,1,13,13
1,1,3,2,1,1,29,1,13,12
0,1,4,2,1,1,16,1,11,0
1,1,5,3,1,1,30,1,17,0
1,1,4,3,1,1,21,1,17,17
1,1,3,1,2,1,21,1,13,13
1,1,5,3,1,2,18,0,0,0
1,1,5,2,1,1,18,1,13,16
1,1,4,2,1,1,21,1,12,13
1,1,5,3,1,2,22,1,8,9
1,1,6,3,2,1,16,1,13,13
0,1,4,2,1,1,19,1,13,9
1,1,4,2,2,1,16,0,6,5
0,1,4,2,1,1,15,1,11,13
1,1,3,2,1,1,18,0,13,9
0,1,7,2,1,1,17,1,3,3
1,1,3,2,1,1,20,1,11,10
1,1,5,3,1,1,19,0,11,9
1,1,4,2,1,1,18,1,13,13
1,1,6,4,1,1,19,1,16,13
1,1,3,2,1,1,29,1,18,18
0,1,6,4,2,1,18,1,13,0
1,1,7,3,1,1,21,1,13,13
0,1,5,2,1,1,18,1,11,7
1,1,5,2,2,1,17,1,11,10
1,1,5,2,1,1,14,1,9,12
1,1,3,2,1,1,21,1,18,13
1,1,5,3,1,1,21,1,13,13
0,1,4,1,1,1,15,1,9,0
1,1,3,2,1,2,23,1,13,13
1,1,3,2,1,1,24,1,13,13
0,1,6,3,1,1,22,1,16,16
1,1,6,3,2,1,20,1,11,3
1,1,3,2,1,1,28,1,13,13
1,1,3,3,1,1,28,1,11,13
0,1,6,1,1,1,18,1,13,9
0,1,6,4,1,1,22,1,16,0
0,1,2,2,1,1,23,1,14,13
1,1,3,3,1,1,30,1,13,13
0,1,3,2,4,4,16,1,9,9
1,1,4,2,1,1,28,1,13,13
0,1,3,3,1,1,21,1,11,0
0,1,5,4,1,1,18,1,7,9
1,1,5,2,2,2,20,1,13,13
1,1,6,2,1,2,18,1,13,13
1,1,4,2,1,1,28,1,0,0
1,1,4,3,1,1,28,1,18,18
1,1,5,2,2,1,16,1,13,11
1,1,4,2,1,2,15,1,13,9
0,1,2,2,2,2,22,1,11,13
1,1,4,2,2,1,22,1,18,17
1,1,4,3,1,1,22,1,13,10
1,1,5,3,1,1,25,1,18,18
1,1,4,3,2,1,28,1,19,18
0,1,4,3,1,1,20,1,13,13
1,1,5,2,2,1,18,1,8,9
1,1,4,3,1,1,28,1,0,18
1,1,4,2,1,1,19,1,9,15
0,1,4,2,1,1,36,1,13,0
0,1,4,3,1,1,16,1,13,0
1,1,3,2,1,1,18,1,14,11
1,1,6,3,2,2,18,0,10,9
1,1,4,2,2,1,25,1,15,10
0,1,3,2,1,1,18,1,16,16
0,1,5,3,1,1,19,1,18,18
1,1,5,3,1,1,27,0,13,9
1,1,3,3,1,1,21,1,13,10
1,1,5,2,1,2,17,1,13,11
1,1,4,2,1,1,18,1,11,11
0,1,4,2,1,1,18,1,13,13
0,1,2,1,2,1,22,1,15,0
0,1,3,2,1,1,21,1,16,14
0,1,7,3,2,1,29,0,13,0
0,1,7,3,1,1,34,1,4,0
1,1,5,2,1,1,17,1,13,13
1,1,8,2,2,2,17,0,9,11
0,1,3,2,1,1,18,1,13,0
1,1,5,2,1,1,27,1,13,13
1,1,7,3,1,1,28,1,13,13
1,1,5,3,1,1,19,1,13,13
1,1,4,2,1,1,19,1,13,13
0,1,3,2,2,1,20,1,7,7
1,1,5,2,1,2,28,1,13,11
1,1,4,2,1,1,20,1,15,18
0,1,3,2,1,1,17,1,14,13
1,1,4,3,1,1,27,1,13,13
0,1,6,3,1,1,20,1,8,0
1,1,4,2,2,1,19,1,13,13
0,1,3,2,2,1,32,1,18,0
1,1,3,2,1,1,21,1,14,13
1,1,4,1,1,1,30,1,13,9
0,1,2,2,2,1,18,1,9,9
1,0,5,3,1,1,20,1,13,13
1,1,4,2,1,1,17,1,15,15
0,1,5,2,1,1,23,1,20,20
1,1,5,2,1,1,18,1,11,13
0,1,3,1,2,1,31,1,20,20
1,1,5,2,1,1,20,1,15,17
1,1,4,3,1,1,25,1,15,13
0,1,3,4,2,2,21,0,13,13
1,1,5,3,1,1,24,1,13,20
1,1,3,2,1,1,33,1,18,15
1,1,3,2,1,1,20,1,13,11
0,0,3,1,1,2,20,1,13,0
0,1,6,3,2,2,19,0,16,13
1,1,4,3,1,1,37,1,17,0
0,1,3,2,1,1,20,1,13,0
0,1,3,2,1,1,18,1,9,12
1,1,4,2,2,2,22,1,9,13
0,1,3,2,1,1,21,1,14,18
0,1,5,3,1,1,20,1,13,11
0,1,3,2,1,1,30,1,18,16
1,0,4,2,1,1,,1,17,13
1,0,2,2,1,1,23,1,0,10
0,1,4,4,2,2,21,0,13,11
0,1,4,3,1,1,21,1,13,13
0,1,5,3,1,1,22,1,13,17
1,1,3,1,1,1,24,1,9,13
0,1,3,2,1,1,20,1,5,13
0,1,2,1,1,1,27,1,13,0
