sexo,edad,imce,vive_padre,vive_madre,sk1,sk2,sk3,sk4,sk5,sk6,sk7,sk8,sk9,sk10,sk11,sk12,sk13,act_fisica,area,educm,educp,madre_work,narrative
0,80,4.1999998,0,1,2,2,2,1,1,1,3,1,2,3,2,3,3,3,0,13,13,1,"Evidencia un buen nivel socioemocional, destacando en la interaccion social y el juego y mostrando mayor debilidad en la curiosidad e intereses cognitivos. Destaca especialmente el juego con otros, en tanto las expresiones artisticas pide mas acompanamiento. Presenta conductas agresivas a veces."
0,81,0.11,0,1,2,2,1,2,2,2,1,3,1,2,2,2,2,3,1,18,13,1,"Exhibe competencias socioemocionales apropiadas para su etapa, destacando en lo afectivo-emocional y mostrando mayor debilidad en la interaccion social y el juego. Sin senales de agresividad. Destaca especialmente hacer preguntas a los adultos, en tanto la participacion en juegos grupales pide mas acompanamiento."
0,80,0.56999999,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,11,13,1,"Exhibe un perfil socioemocional muy solido, con un avance parejo entre sus distintas areas. No se registran conductas agresivas. Destaca especialmente hacer preguntas a los adultos, y conviene reforzar el afecto hacia sus padres."
0,80,1.92,1,1,1,2,1,2,1,2,2,1,1,1,1,3,1,4,1,22,22,1,"Las habilidades socioemocionales estan bien establecidas, con la interaccion social y el juego como area mas fuerte y lo afectivo-emocional como la mas rezagada. Entre sus conductas, brilla el juego con otros, siendo armar y desarmar cosas el aspecto a trabajar. Las conductas agresivas son poco frecuentes."
0,81,3.8499999,1,0,1,1,1,1,1,1,2,3,2,4,3,2,1,3,1,,13,-1,"Exhibe competencias socioemocionales apropiadas para su etapa, apoyado sobre todo en lo afectivo-emocional, mientras la curiosidad e intereses cognitivos queda mas atras. Resalta particularmente las expresiones artisticas, siendo el interes por los libros el aspecto a trabajar. Solo rara vez muestra agresividad."
0,80,3.1500001,1,1,1,2,1,1,2,2,1,1,1,1,1,1,1,2,1,18,13,1,"Exhibe un perfil socioemocional muy solido, apoyado sobre todo en la curiosidad e intereses cognitivos, mientras la interaccion social y el juego queda mas atras. La agresividad esta ausente. Resalta particularmente la participacion en juegos grupales, y conviene reforzar el afecto hacia sus pares."
1,81,4.6500001,1,1,1,1,1,1,1,1,3,1,1,2,2,1,1,5,1,9,12,-1,"Su desarrollo socioemocional es sobresaliente, donde lo afectivo-emocional lidera y la curiosidad e intereses cognitivos concentra el mayor desafio. Su mayor fortaleza es la expresion de sentimientos, aunque el interes por su entorno se observa mas debil. La agresividad aparece de forma intermitente."
1,81,0.18000001,0,1,1,1,1,1,2,2,3,2,2,3,2,2,3,3,0,9,10,0,"Exhibe competencias socioemocionales apropiadas para su etapa, con lo afectivo-emocional como area mas fuerte y la curiosidad e intereses cognitivos como la mas rezagada. Muestra episodios ocasionales de agresividad. Destaca especialmente el afecto hacia sus padres, y conviene reforzar las expresiones artisticas."
1,79,1.85,0,1,1,1,1,1,1,1,1,1,1,3,1,1,1,2,1,11,9,0,"Alcanza un nivel socioemocional muy alto, donde lo afectivo-emocional lidera y la curiosidad e intereses cognitivos concentra el mayor desafio. Sin senales de agresividad. Su mayor fortaleza es el juego con otros, aunque el interes por los libros se observa mas debil."
0,81,1.85,1,1,1,1,1,1,1,2,1,3,2,2,2,1,3,3,1,13,13,-1,"Exhibe competencias socioemocionales apropiadas para su etapa, siendo lo afectivo-emocional su ambito mas avanzado y la interaccion social y el juego el menos logrado. Entre sus conductas, brilla armar y desarmar cosas, siendo la participacion en juegos grupales el aspecto a trabajar. Sin senales de agresividad."
1,80,-0.56,1,1,1,1,1,1,1,1,5,3,1,1,1,1,1,3,1,13,13,-1,"Presenta un desarrollo socioemocional destacado, con lo afectivo-emocional como area mas fuerte y la interaccion social y el juego como la mas rezagada. Su mayor fortaleza es compartir sus cosas, mientras la participacion en juegos grupales requiere mayor estimulo. La agresividad es constante."
1,79,1.17,1,1,1,1,1,1,1,1,2,1,1,2,2,1,1,1,1,15,20,1,"Alcanza un nivel socioemocional muy alto, destacando en lo afectivo-emocional y mostrando mayor debilidad en la curiosidad e intereses cognitivos. Lo que mejor maneja es el afecto hacia sus pares, y conviene reforzar el interes por los libros. Solo rara vez muestra agresividad."
1,81,2.6800001,0,1,1,4,1,1,2,3,4,3,1,5,1,2,1,2,1,20,13,0,"Evidencia avances parciales en lo socioemocional, con lo afectivo-emocional como area mas fuerte y la interaccion social y el juego como la mas rezagada. Su mayor fortaleza es el uso de gestos para comunicarse, en tanto el interes por los libros pide mas acompanamiento. Presenta conductas agresivas marcadas."
1,80,2.29,0,1,1,1,1,1,2,1,3,2,1,2,1,2,2,2,1,22,22,1,"Presenta un desarrollo socioemocional adecuado, siendo lo afectivo-emocional su ambito mas avanzado y la interaccion social y el juego el menos logrado. Sobresale el interes por su entorno, siendo armar y desarmar cosas el aspecto a trabajar. La agresividad aparece de forma intermitente."
0,79,2.0999999,1,1,1,3,2,1,1,2,2,2,2,1,1,3,2,3,1,20,20,1,"Evidencia un buen nivel socioemocional, apoyado sobre todo en la interaccion social y el juego, mientras la curiosidad e intereses cognitivos queda mas atras. Presenta agresividad ocasional y leve. Sobresale el interes por los libros, mientras armar y desarmar cosas requiere mayor estimulo."
0,80,2.8,1,1,1,1,1,1,1,1,4,2,1,1,1,2,1,1,1,13,11,0,"Evidencia un desarrollo socioemocional excelente, apoyado sobre todo en lo afectivo-emocional, mientras la interaccion social y el juego queda mas atras. Su mayor fortaleza es el interes por los libros, mientras la participacion en juegos grupales requiere mayor estimulo. Presenta conductas agresivas marcadas."
1,80,1.45,0,1,1,1,1,2,1,2,3,2,2,2,2,3,4,3,1,18,18,1,"Exhibe competencias socioemocionales apropiadas para su etapa, apoyado sobre todo en lo afectivo-emocional, mientras la curiosidad e intereses cognitivos queda mas atras. Lo que mejor maneja es el afecto hacia sus padres, siendo las expresiones artisticas el aspecto a trabajar. Se observan brotes de agresividad de cuando en cuando."
1,86,2.8299999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,13,13,1,"Exhibe un perfil socioemocional muy solido, de manera homogenea en los tres ambitos. Resalta particularmente el uso de gestos para comunicarse, en tanto el juego con otros pide mas acompanamiento. La agresividad esta ausente."
0,80,0.20999999,1,1,1,1,1,1,1,1,1,1,2,3,1,4,4,3,1,13,11,1,"Exhibe competencias socioemocionales apropiadas para su etapa, con lo afectivo-emocional como area mas fuerte y la curiosidad e intereses cognitivos como la mas rezagada. Lo que mejor maneja es la participacion en juegos grupales, siendo armar y desarmar cosas el aspecto a trabajar. Sin senales de agresividad."
0,79,0.37,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,3,1,13,17,-1,"Exhibe un perfil socioemocional muy solido, con un equilibrio notable entre las areas observadas. Sobresale armar y desarmar cosas, mientras las expresiones artisticas requiere mayor estimulo. Muestra episodios ocasionales de agresividad."
0,80,1.3,1,1,2,2,1,1,1,2,1,1,2,2,2,2,3,,0,15,11,-1,"Muestra un desarrollo socioemocional satisfactorio, destacando en la interaccion social y el juego y mostrando mayor debilidad en la curiosidad e intereses cognitivos. Destaca especialmente la participacion en juegos grupales, siendo las expresiones artisticas el aspecto a trabajar. La agresividad esta ausente."
1,80,2.9300001,0,1,1,1,1,1,1,3,5,1,1,1,1,1,4,3,1,13,13,1,"Las habilidades socioemocionales estan bien establecidas, destacando en lo afectivo-emocional y mostrando mayor debilidad en la interaccion social y el juego. Sobresale la participacion en juegos grupales, mientras las expresiones artisticas requiere mayor estimulo. Las conductas agresivas son habituales y sostenidas."
0,80,4.1599998,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,13,13,1,"Presenta un desarrollo socioemocional destacado, destacando en lo afectivo-emocional y mostrando mayor debilidad en la curiosidad e intereses cognitivos. Entre sus conductas, brilla compartir sus cosas, siendo el interes por los libros el aspecto a trabajar. No se registran conductas agresivas."
1,79,0.49000001,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,2,1,18,18,1,"Presenta un desarrollo socioemocional destacado, con un equilibrio notable entre las areas observadas. Su mayor fortaleza es hacer preguntas a los adultos, mientras el uso de gestos para comunicarse requiere mayor estimulo. La agresividad aparece de forma intermitente."
0,79,3.2,1,1,1,1,1,1,1,2,2,1,1,1,1,2,1,3,1,18,13,1,"Alcanza un nivel socioemocional muy alto, con ventaja clara en lo afectivo-emocional frente a un rezago en la interaccion social y el juego. Sobresale el afecto hacia sus pares, mientras armar y desarmar cosas requiere mayor estimulo. Solo rara vez muestra agresividad."
1,80,2.02,0,1,1,2,1,1,2,2,3,1,1,2,2,1,1,2,1,17,13,0,"Evidencia un buen nivel socioemocional, con ventaja clara en lo afectivo-emocional frente a un rezago en la interaccion social y el juego. Entre sus conductas, brilla la expresion de sentimientos, siendo el juego con otros el aspecto a trabajar. Muestra episodios ocasionales de agresividad."
0,81,0.58999997,0,1,1,3,1,1,1,2,3,1,1,1,2,2,2,5,1,13,13,1,"Presenta un desarrollo socioemocional adecuado, con ventaja clara en la interaccion social y el juego frente a un rezago en la curiosidad e intereses cognitivos. Muestra episodios ocasionales de agresividad. Destaca especialmente el interes por los libros, y el afecto hacia sus pares es lo que mas necesita apoyo."
1,79,1.6900001,1,1,2,1,1,1,1,1,3,1,1,3,3,1,4,3,1,15,13,-1,"Las habilidades socioemocionales estan bien establecidas, donde la interaccion social y el juego lidera y la curiosidad e intereses cognitivos concentra el mayor desafio. Resalta particularmente armar y desarmar cosas, y conviene reforzar las expresiones artisticas. La agresividad aparece de forma intermitente."
1,81,3.3800001,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,2,1,13,13,1,"Muestra habilidades socioemocionales plenamente consolidadas, sin diferencias marcadas entre las areas evaluadas. Resalta particularmente el juego con otros, y conviene reforzar armar y desarmar cosas. Se observan brotes de agresividad de cuando en cuando."
1,85,-1.3099999,0,1,1,1,1,1,1,1,2,1,1,2,1,1,1,2,1,9,7,-1,"Presenta un desarrollo socioemocional destacado, siendo lo afectivo-emocional su ambito mas avanzado y la curiosidad e intereses cognitivos el menos logrado. Sobresale el afecto hacia sus padres, y conviene reforzar el interes por los libros. La agresividad es esporadica."
0,80,0.51999998,1,1,1,1,1,1,1,1,2,1,1,2,1,1,4,2,1,12,13,-1,"Presenta un desarrollo socioemocional adecuado, con lo afectivo-emocional como area mas fuerte y la curiosidad e intereses cognitivos como la mas rezagada. Resalta particularmente el afecto hacia sus pares, mientras las expresiones artisticas requiere mayor estimulo. Las conductas agresivas son poco frecuentes."
1,81,1.8200001,0,1,1,2,2,2,2,4,1,2,2,1,1,1,1,2,1,13,13,1,"Presenta un desarrollo socioemocional adecuado, con la curiosidad e intereses cognitivos como area mas fuerte y la interaccion social y el juego como la mas rezagada. Entre sus conductas, brilla el afecto hacia sus padres, en tanto compartir sus cosas pide mas acompanamiento. Sin senales de agresividad."
1,80,1.23,1,1,1,2,1,1,1,1,2,2,1,3,2,2,3,3,1,8,13,-1,"Evidencia un buen nivel socioemocional, destacando en lo afectivo-emocional y mostrando mayor debilidad en la curiosidad e intereses cognitivos. Destaca especialmente la expresion de sentimientos, y las expresiones artisticas es lo que mas necesita apoyo. La agresividad es esporadica."
0,80,2.1700001,1,1,1,1,1,1,1,1,3,2,1,2,1,2,1,3,1,11,13,-1,"Exhibe un perfil socioemocional muy solido, siendo lo afectivo-emocional su ambito mas avanzado y la curiosidad e intereses cognitivos el menos logrado. Sobresale el uso de gestos para comunicarse, y armar y desarmar cosas es lo que mas necesita apoyo. Presenta conductas agresivas a veces."
1,80,3.3,1,1,1,1,2,2,1,2,2,1,1,2,1,1,2,3,1,13,12,1,"Exhibe competencias socioemocionales apropiadas para su etapa, con ventaja clara en la interaccion social y el juego frente a un rezago en lo afectivo-emocional. Lo que mejor maneja es el interes por su entorno, aunque las expresiones artisticas se observa mas debil. Presenta agresividad ocasional y leve."
1,80,0.079999998,0,1,1,1,1,1,1,1,4,1,1,1,1,1,1,5,1,7,9,1,"Exhibe un perfil socioemocional muy solido, con un avance parejo entre sus distintas areas. Su mayor fortaleza es compartir sus cosas, y conviene reforzar el juego con otros. Presenta conductas agresivas marcadas."
0,80,0.51999998,1,1,1,3,1,1,2,1,1,3,1,1,1,2,2,4,1,20,20,1,"Muestra un desarrollo socioemocional satisfactorio, con ventaja clara en la curiosidad e intereses cognitivos frente a un rezago en la interaccion social y el juego. Destaca especialmente el interes por los libros, aunque la participacion en juegos grupales se observa mas debil. Sin senales de agresividad."
0,79,-1.01,0,1,1,1,1,1,1,2,2,1,1,1,1,2,1,5,1,14,13,1,"Presenta un desarrollo socioemocional destacado, con ventaja clara en lo afectivo-emocional frente a un rezago en la interaccion social y el juego. Entre sus conductas, brilla el afecto hacia sus padres, y compartir sus cosas es lo que mas necesita apoyo. Las conductas agresivas son poco frecuentes."
1,81,0.41999999,1,1,1,2,2,2,2,3,3,2,1,3,2,4,3,2,1,9,10,-1,"Las habilidades socioemocionales se encuentran en desarrollo, donde lo afectivo-emocional lidera y la curiosidad e intereses cognitivos concentra el mayor desafio. Entre sus conductas, brilla el afecto hacia sus padres, y conviene reforzar armar y desarmar cosas. La agresividad aparece de forma intermitente."
0,79,3.3,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,2,1,9,13,-1,"Alcanza un nivel socioemocional muy alto, siendo lo afectivo-emocional su ambito mas avanzado y la curiosidad e intereses cognitivos el menos logrado. La agresividad esta ausente. Resalta particularmente armar y desarmar cosas, y el interes por los libros es lo que mas necesita apoyo."
0,85,0.56,0,1,1,5,2,1,1,1,2,1,1,1,1,1,1,3,1,9,13,1,"Muestra un desarrollo socioemocional satisfactorio, con ventaja clara en la interaccion social y el juego frente a un rezago en lo afectivo-emocional. Solo rara vez muestra agresividad. Destaca especialmente el juego con otros, mientras el afecto hacia sus pares requiere mayor estimulo."
0,80,2.97,0,1,1,1,1,1,1,1,3,1,1,1,1,1,1,3,1,10,9,1,"Presenta un desarrollo socioemocional destacado, sin diferencias marcadas entre las areas evaluadas. La agresividad aparece de forma intermitente. Destaca especialmente la expresion de sentimientos, aunque el afecto hacia sus pares se observa mas debil."
1,82,0,1,1,2,2,2,2,2,2,4,2,2,2,2,2,2,4,1,18,18,-1,"Evidencia un buen nivel socioemocional, con un equilibrio notable entre las areas observadas. La agresividad es frecuente. Su mayor fortaleza es armar y desarmar cosas, y el uso de gestos para comunicarse es lo que mas necesita apoyo."
1,82,1.16,0,1,1,1,1,1,1,1,2,1,1,3,1,1,1,3,1,13,13,1,"Su desarrollo socioemocional es sobresaliente, donde lo afectivo-emocional lidera y la curiosidad e intereses cognitivos concentra el mayor desafio. Lo que mejor maneja es compartir sus cosas, en tanto el interes por los libros pide mas acompanamiento. Las conductas agresivas son poco frecuentes."
1,80,2.4000001,0,1,1,1,1,1,1,3,2,1,1,2,1,1,2,4,1,11,6,-1,"Exhibe competencias socioemocionales apropiadas para su etapa, destacando en lo afectivo-emocional y mostrando mayor debilidad en la interaccion social y el juego. Solo rara vez muestra agresividad. Destaca especialmente hacer preguntas a los adultos, y compartir sus cosas es lo que mas necesita apoyo."
0,80,0.31,0,1,1,1,1,1,1,1,1,2,1,1,1,1,1,3,1,14,13,1,"Presenta un desarrollo socioemocional destacado, apoyado sobre todo en lo afectivo-emocional, mientras la interaccion social y el juego queda mas atras. Resalta particularmente armar y desarmar cosas, siendo la participacion en juegos grupales el aspecto a trabajar. No se registran conductas agresivas."
1,81,2.8,1,1,1,1,1,1,1,1,3,1,1,1,1,3,2,1,1,7,13,1,"Alcanza un nivel socioemocional muy alto, donde lo afectivo-emocional lidera y la curiosidad e intereses cognitivos concentra el mayor desafio. Destaca especialmente el juego con otros, siendo armar y desarmar cosas el aspecto a trabajar. La agresividad aparece de forma intermitente."
1,79,1.6799999,0,1,1,1,1,1,1,1,5,1,1,1,1,1,1,3,1,13,6,0,"Alcanza un nivel socioemocional muy alto, con un equilibrio notable entre las areas observadas. Presenta un patron agresivo persistente. Sobresale el afecto hacia sus padres, en tanto el uso de gestos para comunicarse pide mas acompanamiento."
1,80,-0.99000001,0,1,1,1,2,1,1,1,2,1,1,2,1,1,1,2,1,18,15,1,"Muestra habilidades socioemocionales plenamente consolidadas, siendo la interaccion social y el juego su ambito mas avanzado y lo afectivo-emocional el menos logrado. Resalta particularmente el afecto hacia sus padres, aunque la expresion de sentimientos se observa mas debil. Solo rara vez muestra agresividad."
0,81,3,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,3,1,4,9,-1,"Su desarrollo socioemocional es sobresaliente, siendo lo afectivo-emocional su ambito mas avanzado y la curiosidad e intereses cognitivos el menos logrado. Sobresale el afecto hacia sus padres, en tanto el interes por su entorno pide mas acompanamiento. Sin senales de agresividad."
0,80,0.75,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,0,16,16,1,"Exhibe un perfil socioemocional muy solido, con un equilibrio notable entre las areas observadas. Resalta particularmente el juego con otros, en tanto el afecto hacia sus padres pide mas acompanamiento. No se registran conductas agresivas."
0,80,1.6799999,1,1,1,1,1,1,1,2,1,3,1,1,1,1,1,2,1,13,13,1,"Evidencia un desarrollo socioemocional excelente, siendo lo afectivo-emocional su ambito mas avanzado y la interaccion social y el juego el menos logrado. Destaca especialmente hacer preguntas a los adultos, y la participacion en juegos grupales es lo que mas necesita apoyo. No se registran conductas agresivas."
1,80,0.74000001,1,0,2,1,2,1,2,4,4,2,1,2,1,1,1,1,1,14,13,1,"Su perfil socioemocional es favorable, apoyado sobre todo en la curiosidad e intereses cognitivos, mientras la interaccion social y el juego queda mas atras. Destaca especialmente el interes por su entorno, mientras compartir sus cosas requiere mayor estimulo. La agresividad es frecuente."
1,80,-0.2,0,1,1,1,1,1,1,1,3,1,1,3,1,1,1,1,1,13,13,-1,"Evidencia un desarrollo socioemocional excelente, con lo afectivo-emocional como area mas fuerte y la curiosidad e intereses cognitivos como la mas rezagada. Lo que mejor maneja es el afecto hacia sus padres, y conviene reforzar el interes por los libros. Presenta conductas agresivas a veces."
1,81,0.79000002,1,0,1,1,1,1,2,1,3,1,1,3,1,1,1,2,1,,10,1,"Evidencia un desarrollo socioemocional excelente, con ventaja clara en lo afectivo-emocional frente a un rezago en la curiosidad e intereses cognitivos. La agresividad aparece de forma intermitente. Resalta particularmente compartir sus cosas, aunque el interes por los libros se observa mas debil."
0,86,-0.30000001,0,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,17,13,1,"Su desarrollo socioemocional es sobresaliente, sin diferencias marcadas entre las areas evaluadas. Solo rara vez muestra agresividad. Su mayor fortaleza es el juego con otros, y conviene reforzar compartir sus cosas."
1,82,2.0899999,0,1,1,2,1,2,2,1,3,2,2,2,2,2,1,3,1,11,13,0,"Su perfil socioemocional es favorable, donde lo afectivo-emocional lidera y la curiosidad e intereses cognitivos concentra el mayor desafio. Destaca especialmente la expresion de sentimientos, mientras armar y desarmar cosas requiere mayor estimulo. Presenta conductas agresivas a veces."
0,80,1.96,0,1,3,1,2,1,4,1,5,1,1,3,3,4,4,,0,8,10,-1,"Su perfil socioemocional aun esta madurando, donde lo afectivo-emocional lidera y la curiosidad e intereses cognitivos concentra el mayor desafio. La agresividad es constante. Su mayor fortaleza es compartir sus cosas, aunque las expresiones artisticas se observa mas debil."
0,80,0.15000001,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,2,1,13,13,1,"Muestra habilidades socioemocionales plenamente consolidadas, siendo la interaccion social y el juego su ambito mas avanzado y lo afectivo-emocional el menos logrado. Destaca especialmente la expresion de sentimientos, mientras el uso de gestos para comunicarse requiere mayor estimulo. Las conductas agresivas son poco frecuentes."
1,79,0.2,1,1,1,1,1,1,1,1,3,1,1,1,1,1,2,2,1,17,16,0,"Muestra habilidades socioemocionales plenamente consolidadas, con ventaja clara en lo afectivo-emocional frente a un rezago en la curiosidad e intereses cognitivos. Entre sus conductas, brilla el interes por su entorno, y conviene reforzar las expresiones artisticas. Presenta conductas agresivas a veces."
1,81,1.61,1,1,1,1,2,1,1,1,5,5,1,1,1,1,2,5,1,13,13,1,"Presenta un desarrollo socioemocional adecuado, con la curiosidad e intereses cognitivos como area mas fuerte y la interaccion social y el juego como la mas rezagada. Destaca especialmente el interes por su entorno, y conviene reforzar la participacion en juegos grupales. Presenta un patron agresivo persistente."
0,82,0.64999998,0,1,1,1,1,1,1,2,1,2,1,2,1,1,1,2,1,13,13,1,"Alcanza un nivel socioemocional muy alto, con lo afectivo-emocional como area mas fuerte y la interaccion social y el juego como la mas rezagada. Resalta particularmente hacer preguntas a los adultos, aunque compartir sus cosas se observa mas debil. No se registran conductas agresivas."
1,80,0.25999999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,15,11,1,"Presenta un desarrollo socioemocional destacado, con un equilibrio notable entre las areas observadas. Resalta particularmente el interes por su entorno, y conviene reforzar el afecto hacia sus pares. La agresividad esta ausente."
1,81,-1.49,0,1,2,2,1,2,1,2,3,2,1,3,3,1,1,3,1,14,20,-1,"Muestra un desarrollo socioemocional satisfactorio, apoyado sobre todo en la interaccion social y el juego, mientras la curiosidad e intereses cognitivos queda mas atras. Se observan brotes de agresividad de cuando en cuando. Lo que mejor maneja es armar y desarmar cosas, y conviene reforzar el interes por su entorno."
0,80,2.8,1,1,1,1,1,2,1,3,4,1,1,1,3,2,1,2,1,15,20,-1,"Muestra un desarrollo socioemocional satisfactorio, siendo lo afectivo-emocional su ambito mas avanzado y la interaccion social y el juego el menos logrado. Entre sus conductas, brilla las expresiones artisticas, siendo compartir sus cosas el aspecto a trabajar. La agresividad es frecuente."
0,83,0.28,0,1,1,1,1,2,1,2,3,1,2,3,2,2,2,3,1,13,13,1,"Muestra un desarrollo socioemocional satisfactorio, con ventaja clara en lo afectivo-emocional frente a un rezago en la curiosidad e intereses cognitivos. La agresividad aparece de forma intermitente. Resalta particularmente la participacion en juegos grupales, siendo el interes por los libros el aspecto a trabajar."
1,80,0.1,0,1,1,1,1,2,1,1,3,1,1,3,1,1,3,2,1,10,9,0,"Evidencia un buen nivel socioemocional, siendo la interaccion social y el juego su ambito mas avanzado y la curiosidad e intereses cognitivos el menos logrado. Presenta conductas agresivas a veces. Entre sus conductas, brilla armar y desarmar cosas, aunque las expresiones artisticas se observa mas debil."
1,81,0.89999998,0,1,1,4,1,1,1,1,1,3,1,2,1,1,1,4,0,11,13,1,"Evidencia un buen nivel socioemocional, siendo la curiosidad e intereses cognitivos su ambito mas avanzado y lo afectivo-emocional el menos logrado. Resalta particularmente compartir sus cosas, aunque el afecto hacia sus pares se observa mas debil. La agresividad esta ausente."
1,81,-0.41999999,1,1,1,1,1,1,1,1,2,1,1,3,1,2,1,1,1,11,15,-1,"Evidencia un desarrollo socioemocional excelente, apoyado sobre todo en lo afectivo-emocional, mientras la curiosidad e intereses cognitivos queda mas atras. Su mayor fortaleza es compartir sus cosas, y el interes por los libros es lo que mas necesita apoyo. Solo rara vez muestra agresividad."
0,79,0.1,0,1,1,1,1,1,1,5,1,1,1,1,1,3,1,3,0,15,15,0,"Su perfil socioemocional es favorable, donde lo afectivo-emocional lidera y la interaccion social y el juego concentra el mayor desafio. Resalta particularmente el afecto hacia sus pares, y compartir sus cosas es lo que mas necesita apoyo. La agresividad esta ausente."
0,80,1.72,0,1,1,1,1,1,1,2,1,2,1,3,1,3,2,3,1,16,13,1,"Las habilidades socioemocionales estan bien establecidas, donde lo afectivo-emocional lidera y la curiosidad e intereses cognitivos concentra el mayor desafio. Su mayor fortaleza es el juego con otros, mientras el interes por los libros requiere mayor estimulo. La agresividad esta ausente."
0,80,2.02,0,1,2,2,1,2,2,1,2,2,1,2,1,2,2,3,1,13,13,-1,"Presenta un desarrollo socioemocional adecuado, donde la curiosidad e intereses cognitivos lidera y lo afectivo-emocional concentra el mayor desafio. Entre sus conductas, brilla hacer preguntas a los adultos, y conviene reforzar el juego con otros. Solo rara vez muestra agresividad."
0,81,0.5,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,3,1,13,16,-1,"Su desarrollo socioemocional es sobresaliente, sin diferencias marcadas entre las areas evaluadas. Sobresale las expresiones artisticas, siendo el interes por los libros el aspecto a trabajar. Presenta conductas agresivas a veces."
1,80,0.73000002,1,1,1,2,1,2,2,1,3,1,1,2,2,1,1,3,1,11,11,0,"Evidencia un buen nivel socioemocional, destacando en la interaccion social y el juego y mostrando mayor debilidad en lo afectivo-emocional. Resalta particularmente las expresiones artisticas, y conviene reforzar el juego con otros. La agresividad aparece de forma intermitente."
1,81,0.07,0,1,1,1,1,1,1,1,2,1,1,1,1,1,1,3,1,13,13,-1,"Exhibe un perfil socioemocional muy solido, sin diferencias marcadas entre las areas evaluadas. No se aprecian contrastes entre conductas especificas. Solo rara vez muestra agresividad."
0,80,0.74000001,1,1,1,1,1,1,1,1,1,1,2,2,2,3,2,3,0,13,10,-1,"Las habilidades socioemocionales estan bien establecidas, donde lo afectivo-emocional lidera y la curiosidad e intereses cognitivos concentra el mayor desafio. Su mayor fortaleza es la expresion de sentimientos, en tanto armar y desarmar cosas pide mas acompanamiento. La agresividad esta ausente."
1,80,3.0999999,1,1,1,1,1,2,1,3,3,1,2,2,2,1,1,3,1,13,15,-1,"Su perfil socioemocional es favorable, con lo afectivo-emocional como area mas fuerte y la interaccion social y el juego como la mas rezagada. Lo que mejor maneja es el afecto hacia sus pares, y conviene reforzar compartir sus cosas. Presenta conductas agresivas a veces."
0,80,0.69,1,1,1,1,3,1,4,1,2,4,1,1,4,1,1,1,0,13,13,-1,"Presenta un desarrollo socioemocional adecuado, destacando en lo afectivo-emocional y mostrando mayor debilidad en la interaccion social y el juego. Destaca especialmente compartir sus cosas, y conviene reforzar la participacion en juegos grupales. La agresividad es esporadica."
1,80,2.04,1,1,1,4,1,1,1,3,1,1,1,2,1,1,1,3,1,,13,-1,"Presenta un desarrollo socioemocional adecuado, con la curiosidad e intereses cognitivos como area mas fuerte y lo afectivo-emocional como la mas rezagada. Lo que mejor maneja es armar y desarmar cosas, y el afecto hacia sus pares es lo que mas necesita apoyo. Sin senales de agresividad."
0,80,1.39,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,13,10,-1,"Exhibe un perfil socioemocional muy solido, sin diferencias marcadas entre las areas evaluadas. No se registran conductas agresivas. Sobresale armar y desarmar cosas, siendo el afecto hacia sus pares el aspecto a trabajar."
1,81,1.34,1,1,1,1,1,1,1,1,1,2,1,2,1,2,3,5,1,13,13,1,"Su perfil socioemocional es favorable, con ventaja clara en lo afectivo-emocional frente a un rezago en la curiosidad e intereses cognitivos. Entre sus conductas, brilla el uso de gestos para comunicarse, en tanto las expresiones artisticas pide mas acompanamiento. No presenta agresividad."
0,82,3.8199999,0,1,1,1,1,1,1,1,3,1,1,2,1,1,1,1,1,13,13,1,"Evidencia un desarrollo socioemocional excelente, siendo lo afectivo-emocional su ambito mas avanzado y la curiosidad e intereses cognitivos el menos logrado. La agresividad aparece de forma intermitente. Sobresale el interes por su entorno, y conviene reforzar el interes por los libros."
1,81,3.5799999,1,1,1,1,1,1,1,1,1,1,3,5,3,4,5,3,1,9,9,-1,"Presenta un desarrollo socioemocional en proceso, con ventaja clara en lo afectivo-emocional frente a un rezago en la curiosidad e intereses cognitivos. Sin senales de agresividad. Lo que mejor maneja es el juego con otros, aunque el interes por los libros se observa mas debil."
1,80,0.14,1,1,1,1,1,2,1,1,1,1,2,4,2,3,2,2,1,16,13,0,"Exhibe competencias socioemocionales apropiadas para su etapa, con la interaccion social y el juego como area mas fuerte y la curiosidad e intereses cognitivos como la mas rezagada. No presenta agresividad. Resalta particularmente la participacion en juegos grupales, y el interes por los libros es lo que mas necesita apoyo."
