Recency,Income,Kidhome,Teenhome,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Response,Age,Customer_Days,marital_Divorced,marital_Married,marital_Single,marital_Together,marital_Widow,education_2n Cycle,education_Basic,education_Graduation,education_Master,education_PhD,MntTotal,MntRegularProds,AcceptedCmpOverall
89,34916,2,0,51,23,82,33,0,42,4,5,1,3,9,0,0,0,0,0,0,3,11,0,52,2569,0,0,0,1,0,0,0,1,0,0,189,147,0
77,64892,0,1,527,24,230,32,24,65,2,6,4,12,4,0,0,0,0,0,0,3,11,0,44,2190,1,0,0,0,0,0,0,1,0,0,837,772,0
45,43602,1,1,19,5,12,10,3,19,3,3,1,2,6,0,0,0,0,0,0,3,11,0,54,2329,0,0,1,0,0,0,0,1,0,0,49,30,0
46,33996,0,0,40,2,15,8,0,6,1,1,1,3,4,0,0,0,0,0,0,3,11,0,31,2450,0,0,1,0,0,0,0,0,0,1,65,59,0
80,41473,1,0,21,8,20,15,3,9,1,2,0,3,7,0,0,0,0,0,0,3,11,0,35,2534,0,0,1,0,0,1,0,0,0,0,67,58,0
60,63246,0,2,593,30,91,29,22,7,1,6,3,12,4,0,0,0,0,0,0,3,11,0,53,2472,0,1,0,0,0,0,0,0,0,1,765,758,0
71,36732,1,1,21,5,3,10,1,7,3,1,1,4,2,0,0,0,0,0,0,3,11,0,61,2341,0,1,0,0,0,0,0,0,0,1,40,33,0
43,69084,1,0,1181,107,199,39,30,30,2,7,3,13,8,0,0,0,0,0,0,3,11,0,50,2381,0,1,0,0,0,0,0,0,0,1,1556,1526,0
97,77766,0,1,1004,59,265,115,59,27,2,11,10,11,6,1,0,0,0,0,0,3,11,1,53,2651,0,1,0,0,0,0,0,0,0,1,1502,1475,1
49,37929,0,0,202,2,46,3,2,10,2,4,2,5,7,0,1,0,1,0,0,3,11,1,35,2493,0,0,1,0,0,0,0,0,0,1,255,245,2
66,86610,0,0,446,107,768,33,196,53,1,5,6,6,2,0,0,0,0,0,0,3,11,0,69,2456,0,0,0,1,0,0,0,1,0,0,1550,1497,0
20,80141,0,0,1184,102,673,52,40,40,1,7,4,10,6,0,0,1,0,0,0,3,11,1,34,2693,0,1,0,0,0,0,0,0,1,0,2051,2011,1
54,72635,0,0,390,22,323,104,35,107,1,6,8,6,3,0,0,0,1,0,0,3,11,0,65,2550,0,1,0,0,0,1,0,0,0,0,874,767,1
61,69016,0,1,726,53,363,123,107,161,4,8,9,13,5,0,0,0,0,0,0,3,11,0,50,2743,0,1,0,0,0,0,0,1,0,0,1372,1211,0
18,20193,0,0,8,8,22,24,11,9,1,1,1,4,4,0,0,0,0,0,0,3,11,0,29,2737,0,0,0,1,0,1,0,0,0,0,73,64,0
45,27573,1,0,50,15,110,39,15,15,4,5,1,4,8,0,0,0,0,0,0,3,11,0,45,2620,0,1,0,0,0,0,0,1,0,0,229,214,0
26,15862,1,0,1,1,4,11,9,10,1,1,0,3,8,0,0,0,0,0,0,3,11,0,41,2526,0,0,1,0,0,0,1,0,0,0,26,16,0
0,49544,1,0,308,0,73,0,0,23,2,5,1,8,7,0,0,0,0,0,0,3,11,0,44,2661,0,1,0,0,0,0,0,0,0,1,381,358,0
28,33228,1,0,22,2,31,7,4,5,1,2,0,3,7,0,0,0,0,0,0,3,11,0,40,2316,0,1,0,0,0,0,0,1,0,0,66,61,0
49,70440,0,0,690,117,499,76,102,88,1,5,10,7,3,0,0,0,1,0,0,3,11,0,42,2423,0,0,0,1,0,0,0,1,0,0,1484,1396,1
84,38232,1,1,43,5,28,7,6,33,4,3,1,3,5,0,0,0,0,0,0,3,11,0,49,2322,0,0,0,1,0,0,0,1,0,0,89,56,0
38,22554,1,1,27,0,10,0,0,4,4,2,0,4,5,0,0,0,0,0,0,3,11,0,65,2762,0,1,0,0,0,0,0,0,0,1,37,33,0
53,23536,1,0,6,0,3,0,0,1,1,0,0,3,3,0,0,0,0,0,0,3,11,0,37,2184,0,1,0,0,0,0,0,0,0,1,9,8,0
88,49413,0,1,205,7,41,3,2,46,2,4,2,5,5,0,0,0,0,0,0,3,11,0,68,2406,0,1,0,0,0,0,0,1,0,0,258,212,0
99,42231,1,1,24,0,8,0,1,4,1,1,0,3,5,0,0,0,0,0,0,3,11,0,51,2255,0,1,0,0,0,0,0,1,0,0,33,29,0
12,78789,0,0,667,50,850,21,83,83,1,4,6,5,2,0,0,0,0,0,0,3,11,1,40,2849,1,0,0,0,0,0,0,0,1,0,1671,1588,0
35,56534,0,1,691,7,61,10,0,46,4,10,4,7,8,0,1,0,0,1,0,3,11,1,52,2500,0,0,0,1,0,0,0,1,0,0,769,723,2
5,58350,0,1,493,26,206,116,80,80,4,8,3,12,6,0,0,0,0,0,0,3,11,0,49,2700,0,0,1,0,0,0,0,1,0,0,921,841,0
77,81217,0,0,493,70,324,146,40,84,1,3,7,11,1,0,0,0,0,0,0,3,11,0,31,2504,0,0,1,0,0,0,0,1,0,0,1073,989,0
45,49090,0,1,494,5,82,7,0,100,3,7,2,9,7,0,0,0,0,0,0,3,11,0,69,2504,0,0,1,0,0,0,0,1,0,0,588,488,0
71,61787,0,0,621,73,414,78,48,85,1,8,4,6,5,0,0,0,0,0,0,3,11,0,33,2517,1,0,0,0,0,0,0,0,1,0,1234,1149,0
40,18169,1,0,9,0,5,0,0,7,1,1,0,2,8,0,0,0,0,0,0,3,11,0,35,2654,0,1,0,0,0,0,0,0,0,1,14,7,0
82,24336,1,0,1,6,2,8,2,12,1,1,0,2,7,0,0,0,0,0,0,3,11,0,39,2830,0,0,1,0,0,1,0,0,0,0,19,7,0
70,18222,0,0,12,4,19,12,6,14,1,2,0,3,8,0,0,0,0,0,0,3,11,0,30,2704,0,1,0,0,0,0,0,1,0,0,53,39,0
87,62335,0,1,243,131,217,85,6,26,2,3,3,13,2,0,0,0,0,0,0,3,11,0,68,2561,1,0,0,0,0,0,0,1,0,0,682,656,0
95,42033,1,1,11,1,4,2,0,7,1,1,0,2,7,0,0,0,0,0,0,3,11,0,49,2807,0,0,0,1,0,1,0,0,0,0,18,11,0
72,86580,0,0,532,21,127,26,20,20,0,4,2,5,1,0,0,1,0,0,0,3,11,0,37,2646,0,1,0,0,0,0,0,0,0,1,726,706,1
5,41437,1,1,29,0,2,0,0,1,1,1,0,3,7,0,0,0,0,0,0,3,11,0,63,2804,1,0,0,0,0,0,0,0,0,1,31,30,0
86,73705,0,2,612,91,520,258,107,107,2,9,6,8,5,0,0,0,0,0,0,3,11,0,69,2275,0,0,0,0,1,0,0,0,1,0,1588,1481,0
80,61064,0,1,387,126,342,0,45,180,5,8,4,11,6,0,0,0,0,0,0,3,11,0,44,2826,0,1,0,0,0,0,0,1,0,0,900,720,0
62,38452,1,1,56,0,14,0,0,2,3,3,0,3,7,0,0,0,0,0,0,3,11,0,65,2250,0,1,0,0,0,0,0,0,1,0,70,68,0
49,18358,1,0,6,8,19,16,4,4,3,3,0,4,7,0,0,0,0,0,0,3,11,0,31,2380,0,0,1,0,0,0,0,1,0,0,53,49,0
85,55012,0,1,582,0,65,0,0,13,6,8,2,9,5,0,0,0,0,0,0,3,11,0,47,2259,0,0,0,1,0,0,0,0,0,1,647,634,0
7,9722,1,0,6,17,16,6,16,42,4,3,1,3,8,0,0,0,0,0,0,3,11,1,47,2794,0,0,0,1,0,0,1,0,0,0,61,19,0
6,38175,1,0,70,6,69,2,3,3,3,3,1,4,7,0,0,0,0,0,0,3,11,0,36,2438,0,1,0,0,0,0,0,0,0,1,150,147,0
25,58656,0,1,962,12,194,16,24,12,4,7,8,13,6,0,0,1,0,0,0,3,11,0,64,2806,0,0,0,1,0,0,0,0,1,0,1208,1196,1
55,52117,0,1,112,10,107,30,0,20,2,5,2,4,7,0,0,0,0,0,0,3,11,0,55,2841,0,0,0,1,0,0,0,1,0,0,259,239,0
81,64813,1,0,293,0,124,179,97,52,1,7,2,10,5,0,0,0,0,0,0,3,11,0,42,2337,0,1,0,0,0,0,0,1,0,0,693,641,0
98,54222,0,1,199,12,31,3,12,7,1,3,3,5,3,0,0,0,0,0,0,3,11,0,47,2279,0,1,0,0,0,0,0,0,0,1,257,250,0
31,83512,0,0,1060,61,835,80,20,101,1,4,7,10,1,1,0,1,1,1,0,3,11,1,34,2171,0,1,0,0,0,0,0,1,0,0,2056,1955,4
30,77520,0,1,940,44,396,0,88,58,1,8,7,7,4,1,0,1,1,0,0,3,11,1,61,2464,0,1,0,0,0,0,0,0,1,0,1468,1410,3
98,41154,0,1,44,2,11,2,3,7,1,1,0,4,5,0,0,0,0,0,0,3,11,0,42,2605,0,0,0,1,0,0,0,1,0,0,62,55,0
92,80398,0,0,342,51,936,207,35,26,1,5,8,12,3,0,0,1,0,0,0,3,11,0,54,2755,0,1,0,0,0,0,0,1,0,0,1571,1545,1
41,18746,1,0,2,10,11,12,9,20,2,3,0,3,6,0,0,0,0,0,0,3,11,0,28,2190,0,0,1,0,0,0,1,0,0,0,44,24,0
68,35196,1,0,75,12,141,43,39,187,6,6,1,5,8,0,0,0,0,0,0,3,11,0,36,2752,0,0,0,1,0,0,0,1,0,0,310,123,0
78,60230,0,1,520,20,367,39,81,40,2,6,3,6,5,0,0,0,0,0,0,3,11,0,64,2564,0,0,1,0,0,0,0,1,0,0,1027,987,0
46,22108,1,1,5,3,9,6,2,6,2,2,0,3,7,0,0,0,0,0,0,3,11,0,43,2211,0,1,0,0,0,0,0,1,0,0,25,19,0
71,44392,1,1,87,5,71,7,12,29,5,4,1,4,7,0,0,0,0,0,0,3,11,0,46,2456,0,0,0,1,0,0,0,1,0,0,182,153,0
6,55424,0,1,462,61,184,10,53,107,4,7,5,9,6,1,0,0,0,0,0,3,11,1,44,2740,0,1,0,0,0,0,0,0,0,1,770,663,1
82,17688,1,0,2,2,1,3,1,2,1,1,0,2,8,0,0,0,0,0,1,3,11,0,41,2691,0,1,0,0,0,0,0,1,0,0,9,7,0
71,92491,0,0,979,44,935,29,25,22,1,7,5,12,3,0,1,1,1,0,0,3,11,1,37,2583,0,1,0,0,0,0,0,0,0,1,2012,1990,3
32,90273,0,0,704,129,853,120,74,111,1,5,6,7,2,0,1,1,1,0,0,3,11,1,29,2356,0,0,1,0,0,0,0,1,0,0,1880,1769,3
28,82571,0,0,861,31,558,62,95,79,0,6,5,13,2,0,0,1,0,0,0,3,11,0,58,2247,0,0,0,0,1,0,0,0,0,1,1607,1528,1
20,38513,1,0,172,3,115,16,0,18,5,6,1,5,8,0,0,0,0,0,0,3,11,1,38,2311,0,0,1,0,0,0,0,0,0,1,306,288,0
10,16653,1,0,5,7,31,15,4,7,3,2,1,3,6,0,0,0,0,0,0,3,11,1,41,2231,0,0,1,0,0,0,0,0,1,0,62,55,0
7,42586,1,1,194,2,56,0,0,0,5,4,1,6,8,0,0,0,0,0,0,3,11,1,65,2767,0,0,0,1,0,0,0,1,0,0,252,252,0
67,23529,0,1,9,7,13,3,2,20,1,1,1,2,6,0,0,0,0,0,0,3,11,0,55,2697,0,0,1,0,0,0,1,0,0,0,34,14,0
48,74881,1,1,505,72,270,36,27,54,4,9,2,12,5,0,0,0,0,0,0,3,11,0,59,2637,0,0,0,1,0,0,0,0,1,0,910,856,0
61,71107,0,1,533,10,217,198,174,195,2,7,6,13,4,0,0,0,0,0,0,3,11,0,69,2656,0,1,0,0,0,0,0,1,0,0,1132,937,0
36,46910,1,1,48,0,14,0,0,6,2,2,0,3,6,0,0,0,0,0,0,3,11,0,56,2257,0,0,0,1,0,0,0,0,0,1,62,56,0
77,18690,0,0,6,1,7,23,4,19,1,1,1,2,8,0,0,0,0,0,0,3,11,0,61,2707,0,1,0,0,0,0,0,1,0,0,41,22,0
90,37244,1,1,18,2,10,0,0,25,1,1,1,2,7,1,0,0,0,0,0,3,11,0,65,2587,1,0,0,0,0,0,0,1,0,0,30,5,1
35,82427,0,0,482,147,509,104,107,107,1,3,5,12,1,0,0,1,0,0,0,3,11,0,54,2268,0,0,0,1,0,0,0,1,0,0,1349,1242,1
38,75342,0,1,204,97,97,21,118,26,1,5,2,10,4,0,0,0,0,0,0,3,11,0,62,2578,0,0,1,0,0,1,0,0,0,0,537,511,0
46,70044,0,1,1073,0,250,153,14,14,4,7,10,5,5,0,0,0,0,0,0,3,11,0,66,2655,1,0,0,0,0,0,0,1,0,0,1490,1476,0
33,79146,1,1,245,16,223,21,43,16,2,8,1,8,6,0,0,0,0,0,0,3,11,0,53,2225,0,0,1,0,0,0,0,1,0,0,548,532,0
70,77437,0,0,560,21,442,29,44,29,1,4,5,13,1,0,0,1,0,0,0,3,11,0,57,2374,0,1,0,0,0,0,0,1,0,0,1096,1067,1
51,54984,0,1,173,13,131,32,3,6,4,6,1,6,7,0,0,0,1,0,0,3,11,0,61,2195,0,1,0,0,0,0,0,1,0,0,352,346,1
18,42403,1,0,22,1,11,0,5,3,1,1,0,3,8,0,0,0,0,0,0,3,11,0,49,2359,0,1,0,0,0,0,0,0,0,1,39,36,0
97,55761,0,1,136,1,12,0,3,32,2,4,1,3,6,0,1,0,0,0,0,3,11,0,56,2225,0,0,0,1,0,0,0,1,0,0,152,120,1
32,37292,1,0,275,0,86,10,23,66,5,6,3,5,8,0,0,0,0,0,0,3,11,0,37,2596,0,0,0,1,0,0,0,1,0,0,394,328,0
9,45576,0,0,56,19,29,2,14,25,1,3,1,3,8,0,0,0,0,0,0,3,11,1,75,2191,0,0,1,0,0,0,0,0,0,1,120,95,0
6,70321,0,0,303,23,751,82,26,191,1,6,5,13,4,0,0,0,0,0,0,3,11,1,73,2688,0,0,0,1,0,0,0,1,0,0,1185,994,0
80,58086,0,1,708,7,62,0,0,15,2,11,3,7,8,0,0,0,0,0,0,3,11,0,51,2684,1,0,0,0,0,0,0,0,0,1,777,762,0
74,81795,0,0,324,132,693,27,118,88,1,4,11,7,2,0,0,0,0,0,0,3,11,0,68,2770,0,1,0,0,0,0,0,1,0,0,1294,1206,0
49,28389,0,0,1,5,3,7,4,8,1,1,0,2,7,0,0,0,0,0,0,3,11,0,73,2745,0,0,0,1,0,0,1,0,0,0,20,12,0
21,66835,0,0,620,26,195,34,17,141,1,6,4,13,2,0,0,0,0,0,0,3,11,0,74,2433,0,1,0,0,0,0,0,0,1,0,892,751,0
95,69901,0,1,312,21,206,102,92,149,3,7,3,10,5,0,0,0,0,0,0,3,11,0,51,2555,1,0,0,0,0,0,0,1,0,0,733,584,0
56,80360,0,0,1493,86,454,112,43,43,2,4,4,5,2,0,1,1,1,0,0,3,11,0,71,2642,0,1,0,0,0,0,0,0,0,1,2188,2145,3
48,63342,0,1,918,21,118,13,10,21,3,8,3,5,6,0,1,0,0,0,0,3,11,1,59,2780,0,0,0,1,0,0,0,0,0,1,1080,1059,1
26,44989,0,1,98,0,106,49,10,106,5,5,1,5,6,0,0,0,0,0,0,3,11,0,46,2814,0,1,0,0,0,0,0,1,0,0,263,157,0
3,31859,1,0,3,4,7,15,8,11,1,1,0,3,7,0,0,0,0,0,0,3,11,0,40,2281,0,0,1,0,0,1,0,0,0,0,37,26,0
39,51569,0,1,380,0,47,6,0,34,4,7,1,7,8,0,1,0,0,0,0,3,11,1,71,2661,0,0,0,0,1,0,0,0,0,1,433,399,1
33,30372,1,1,15,0,12,7,3,7,3,2,0,3,7,0,0,0,0,0,0,3,11,0,49,2710,0,0,0,0,1,0,0,1,0,0,37,30,0
42,16014,1,1,3,9,4,7,8,7,4,1,1,4,3,0,0,0,0,0,0,3,11,0,41,2628,0,0,1,0,0,0,1,0,0,0,31,24,0
80,41120,1,1,24,2,23,0,8,24,3,2,1,3,6,0,0,0,0,0,0,3,11,0,52,2394,0,1,0,0,0,0,0,1,0,0,57,33,0
9,39763,1,0,80,1,60,4,6,16,2,5,1,2,9,0,0,0,0,0,0,3,11,1,49,2488,0,0,1,0,0,0,0,0,1,0,151,135,0
52,38725,1,1,31,0,6,2,1,5,2,1,0,4,4,0,0,0,0,0,0,3,11,0,65,2209,0,1,0,0,0,0,0,0,0,1,40,35,0
78,77981,1,0,138,120,204,16,126,60,3,7,4,7,5,0,0,0,0,0,0,3,11,0,48,2558,0,1,0,0,0,0,0,1,0,0,604,544,0
68,62905,0,1,166,75,96,119,107,59,3,7,2,8,4,0,0,0,0,0,0,3,11,0,56,2451,0,1,0,0,0,1,0,0,0,0,563,504,0
45,13533,1,0,12,3,8,8,0,17,2,2,0,3,7,0,0,0,0,0,0,3,11,0,41,2635,1,0,0,0,0,1,0,0,0,0,31,14,0
47,59481,0,1,178,3,85,71,66,58,2,3,3,8,2,0,0,0,0,0,0,3,11,0,45,2408,0,0,0,1,0,0,0,1,0,0,403,345,0
34,72117,0,1,707,20,171,65,60,50,1,9,7,9,5,0,0,0,0,0,0,3,11,0,43,2472,0,1,0,0,0,0,0,1,0,0,1023,973,0
81,21955,1,0,5,1,7,17,14,11,2,2,1,3,6,0,0,0,0,0,0,3,11,0,34,2454,0,1,0,0,0,1,0,0,0,0,44,33,0
72,67131,0,1,465,71,250,93,35,62,3,9,2,12,6,0,0,0,0,0,0,3,11,0,64,2619,0,1,0,0,0,0,0,1,0,0,914,852,0
23,36802,1,0,16,1,2,0,0,1,1,1,0,3,5,0,0,0,0,0,0,3,11,0,40,2172,0,0,1,0,0,0,0,0,0,1,19,18,0
29,71853,0,0,358,108,413,141,97,32,1,2,8,6,1,0,0,0,0,0,0,3,11,0,38,2576,0,0,0,1,0,0,0,1,0,0,1117,1085,0
80,28249,0,0,1,9,7,2,14,10,1,2,0,3,6,0,0,0,0,0,0,3,11,0,59,2173,0,1,0,0,0,0,1,0,0,0,33,23,0
30,47808,0,1,123,1,26,2,0,72,2,3,2,3,7,1,0,0,0,0,0,3,11,0,45,2411,0,1,0,0,0,0,0,0,1,0,152,80,1
15,25509,1,0,40,3,30,10,7,11,3,3,0,3,9,0,0,0,0,0,0,3,11,1,46,2808,1,0,0,0,0,0,0,0,0,1,90,79,0
86,51012,0,0,102,9,63,2,9,24,1,4,1,4,6,0,0,0,0,0,0,3,11,0,74,2596,0,1,0,0,0,0,0,0,0,1,185,161,0
68,70596,0,0,347,44,534,17,0,26,1,3,5,12,2,0,0,0,0,0,0,3,11,0,35,2791,0,0,1,0,0,0,0,1,0,0,942,916,0
54,85431,0,0,376,53,462,168,53,53,1,2,7,7,0,0,0,0,0,0,0,3,11,0,68,2545,0,0,0,1,0,0,0,0,0,1,1112,1059,0
44,42664,0,1,21,0,3,0,0,0,1,1,0,3,6,0,0,0,0,0,0,3,11,0,53,2262,0,1,0,0,0,0,0,1,0,0,24,24,0
7,42586,1,1,194,2,56,0,0,0,5,4,1,6,8,0,0,0,0,0,0,3,11,1,65,2767,0,0,0,1,0,0,0,1,0,0,252,252,0
87,29760,1,0,64,4,68,7,5,17,4,3,1,4,8,0,0,0,0,0,0,3,11,0,35,2828,0,0,1,0,0,0,0,1,0,0,148,131,0
59,28973,0,0,206,0,46,3,2,12,2,5,1,5,8,0,0,0,0,0,0,3,11,0,43,2783,0,1,0,0,0,0,0,0,0,1,257,245,0
16,39435,1,0,71,0,18,0,0,13,1,3,1,2,7,0,0,0,0,0,0,3,11,0,47,2486,0,0,0,1,0,0,0,0,0,1,89,76,0
1,65370,0,0,71,22,112,138,89,29,1,2,3,13,1,0,0,0,0,0,0,3,11,0,36,2491,0,1,0,0,0,1,0,0,0,0,432,403,0
64,20194,1,0,0,4,7,11,10,15,2,2,0,3,6,0,0,0,0,0,0,3,11,0,41,2718,0,0,1,0,0,0,1,0,0,0,32,17,0
72,42473,1,1,93,1,21,0,4,25,3,2,1,4,5,0,0,0,0,0,0,3,11,0,44,2291,0,0,1,0,0,0,0,0,0,1,119,94,0
98,64590,0,0,920,138,168,36,46,30,1,9,4,10,6,0,0,0,0,0,0,3,11,0,52,2782,0,1,0,0,0,0,0,1,0,0,1308,1278,0
91,71232,0,1,653,17,170,34,26,17,2,11,2,10,7,0,0,0,0,0,0,3,11,0,61,2372,0,0,0,1,0,0,0,1,0,0,900,883,0
8,34600,1,1,199,33,60,8,3,15,5,5,2,5,8,0,0,0,0,0,0,3,11,1,49,2703,0,0,0,1,0,0,0,1,0,0,303,288,0
20,46904,1,1,153,4,56,0,9,31,4,5,1,4,8,0,0,0,0,0,0,3,11,0,53,2762,0,0,1,0,0,0,0,1,0,0,222,191,0
6,49094,0,1,376,0,38,11,8,69,5,6,3,6,6,0,0,0,0,0,0,3,11,0,47,2805,0,1,0,0,0,0,0,1,0,0,433,364,0
54,36075,1,0,46,0,30,12,1,30,1,2,0,4,6,0,0,0,0,0,0,3,11,0,37,2361,0,0,0,1,0,0,0,1,0,0,89,59,0
72,60839,1,1,600,21,128,223,150,128,13,2,2,12,8,0,0,0,0,0,0,3,11,0,41,2829,0,0,0,1,0,1,0,0,0,0,1122,994,0
46,77298,0,1,425,115,292,23,35,79,1,6,6,11,3,0,0,0,0,0,0,3,11,0,41,2398,0,0,0,1,0,0,0,1,0,0,890,811,0
11,34026,1,1,18,6,15,12,8,17,3,2,1,3,5,0,0,0,0,0,0,3,11,0,70,2487,0,0,0,1,0,0,0,1,0,0,59,42,0
21,48918,1,1,52,0,9,0,0,1,2,1,0,4,4,0,0,0,0,0,0,3,11,0,57,2237,0,0,1,0,0,0,0,0,0,1,61,60,0
89,82122,0,0,734,22,350,151,25,100,1,3,9,13,1,0,0,1,0,0,0,3,11,0,58,2477,0,0,0,1,0,1,0,0,0,0,1282,1182,1
82,37697,1,0,34,6,21,11,4,8,1,2,1,3,6,0,0,0,0,0,0,3,11,0,44,2301,0,0,1,0,0,0,0,1,0,0,76,68,0
69,34074,1,1,135,1,41,10,1,67,5,3,3,3,6,1,0,0,0,0,0,3,11,0,68,2510,0,0,0,1,0,0,0,1,0,0,188,121,1
55,28520,1,1,11,0,10,0,2,20,1,1,1,2,6,0,0,0,0,0,0,3,11,0,60,2539,0,1,0,0,0,0,0,0,1,0,23,3,0
13,62535,0,1,163,48,90,0,45,52,1,3,2,8,3,0,0,0,0,0,0,3,11,0,65,2428,0,0,1,0,0,0,0,1,0,0,346,294,0
80,36273,1,0,29,3,30,3,2,9,2,3,0,3,6,0,0,0,0,0,0,3,11,0,43,2233,0,0,1,0,0,0,0,0,1,0,67,58,0
97,63404,0,2,734,26,70,11,44,17,2,6,3,4,4,0,0,0,1,0,0,3,11,0,56,2182,0,0,0,1,0,0,0,1,0,0,885,868,1
27,75774,1,0,340,21,134,258,14,56,1,7,5,8,4,0,0,0,0,0,0,3,11,0,39,2217,0,0,0,1,0,1,0,0,0,0,767,711,0
99,78416,0,1,453,38,279,188,38,183,2,7,7,10,3,0,0,0,0,0,0,3,11,0,44,2161,0,0,0,1,0,0,0,1,0,0,996,813,0
87,75702,0,1,1073,0,629,145,37,37,1,10,5,13,6,0,0,1,0,0,0,3,11,0,46,2782,0,0,0,1,0,0,0,1,0,0,1884,1847,1
85,59385,1,1,135,0,10,0,4,36,2,3,1,4,5,0,0,0,0,0,0,3,11,0,69,2586,0,0,0,1,0,0,0,0,1,0,149,113,0
30,37070,1,1,231,7,137,4,15,39,9,5,1,8,7,0,0,0,0,0,0,3,11,1,54,2625,0,0,1,0,0,0,0,1,0,0,394,355,0
82,44689,1,1,18,0,5,0,0,11,2,1,1,2,7,1,0,0,0,0,0,3,11,0,69,2329,0,1,0,0,0,0,0,1,0,0,23,12,1
21,53977,0,1,620,16,165,0,24,82,5,5,5,12,5,0,0,0,0,0,0,3,11,0,62,2545,0,0,0,1,0,0,0,1,0,0,825,743,0
92,7144,0,2,81,4,33,5,2,291,0,23,1,1,0,0,0,0,0,0,0,3,11,0,54,2363,0,0,1,0,0,0,0,0,0,1,125,-166,0
95,18701,1,1,12,4,2,10,6,10,4,2,0,4,5,0,0,0,0,0,0,3,11,0,56,2549,0,0,1,0,0,0,0,1,0,0,34,24,0
2,90369,0,0,292,51,981,224,23,17,1,4,6,6,1,0,0,0,0,0,0,3,11,1,64,2221,0,1,0,0,0,0,0,1,0,0,1571,1554,0
74,63159,0,0,965,34,586,89,86,37,1,3,5,8,3,1,0,0,0,0,0,3,11,0,46,2760,0,0,1,0,0,0,0,0,0,1,1760,1723,1
49,37758,1,1,27,2,10,0,0,1,2,1,0,3,8,0,0,0,0,0,0,3,11,0,54,2792,0,0,0,1,0,0,0,1,0,0,39,38,0
71,46757,0,1,777,30,163,0,51,122,6,4,4,7,9,0,0,0,0,0,0,3,11,0,57,2749,0,0,1,0,0,0,0,0,0,1,1021,899,0
72,79734,0,0,572,8,232,23,62,17,1,4,3,6,1,0,0,0,1,0,0,3,11,0,51,2160,0,1,0,0,0,0,0,0,1,0,897,880,1
68,63207,0,0,438,169,565,91,169,70,1,2,3,6,7,0,0,0,1,0,0,3,11,0,28,2684,0,0,0,1,0,0,0,1,0,0,1432,1362,1
4,72071,0,1,531,69,300,150,138,150,3,5,4,8,2,0,0,0,0,0,0,3,11,0,66,2659,1,0,0,0,0,0,0,1,0,0,1188,1038,0
80,21840,1,0,17,0,9,0,0,1,1,1,0,3,9,0,0,0,0,0,0,3,11,0,37,2502,0,0,0,1,0,0,0,0,0,1,26,25,0
15,58582,0,1,402,35,106,101,77,42,2,9,2,9,5,0,1,0,0,0,0,3,11,0,38,2433,0,0,0,1,0,1,0,0,0,0,721,679,1
70,72282,0,0,503,27,419,90,139,153,1,5,7,9,7,0,0,0,0,0,0,3,11,1,69,2504,0,0,1,0,0,0,0,1,0,0,1178,1025,0
91,50387,0,2,369,9,87,12,14,34,3,6,2,8,5,0,0,0,0,0,0,3,11,0,64,2461,0,1,0,0,0,0,0,1,0,0,491,457,0
10,32583,1,1,5,0,3,0,0,1,1,1,0,2,7,0,0,0,0,0,0,3,11,0,59,2173,0,0,0,1,0,0,0,0,0,1,8,7,0
99,62568,0,1,362,17,398,80,35,61,3,5,3,5,4,0,0,0,1,0,0,3,11,0,58,2242,0,0,0,1,0,0,0,1,0,0,892,831,1
25,44635,1,1,56,0,9,0,0,3,2,2,0,3,7,0,0,0,0,0,0,3,11,0,49,2420,1,0,0,0,0,0,0,0,1,0,65,62,0
34,33316,1,1,79,1,31,4,4,12,3,2,1,4,6,0,0,0,0,0,0,3,11,0,49,2427,0,0,1,0,0,0,0,0,1,0,119,107,0
57,63967,0,1,387,84,141,73,35,162,3,4,4,12,2,0,0,0,0,0,0,3,11,0,52,2483,0,1,0,0,0,0,0,1,0,0,720,558,0
84,52513,0,0,367,17,241,104,188,232,2,9,5,9,7,0,0,0,0,0,0,3,11,0,42,2822,0,0,0,1,0,1,0,0,0,0,917,685,0
51,25293,1,0,15,0,11,0,2,9,1,1,1,2,8,0,0,0,0,0,0,3,11,0,51,2446,0,1,0,0,0,0,0,1,0,0,28,19,0
97,54111,0,1,267,6,54,8,3,50,2,5,2,6,5,0,0,0,0,0,0,3,11,0,55,2467,0,0,0,0,1,0,0,0,0,1,338,288,0
13,78394,0,0,298,27,697,216,24,166,1,4,6,5,2,0,0,0,0,0,0,3,11,1,34,2658,0,0,0,1,0,0,0,1,0,0,1262,1096,0
92,80739,0,0,674,92,736,39,0,92,1,3,11,9,1,0,0,0,0,0,0,3,11,0,62,2561,0,1,0,0,0,0,0,0,1,0,1541,1449,0
30,22669,1,0,16,14,36,37,22,48,3,4,1,2,9,0,0,0,0,0,0,3,11,1,45,2562,0,0,0,1,0,0,0,0,1,0,125,77,0
30,29236,1,0,37,4,24,16,9,9,2,4,0,3,9,0,0,0,0,0,0,3,11,0,33,2423,0,0,1,0,0,0,0,1,0,0,90,81,0
